Transact-ID,UserID,MainItem,Price
T00009088,U002537,FASHION-L,27450
T00009089,U009076,GOODS-L,840
T00009090,U001642,FASHION-L,4050
T00009091,U002260,FASHION-H,15090
T00009092,U001007,FASHION-H,74470
T00009093,U007272,FASHION-H,64340
T00009094,U005534,GOODS-L,880
T00009095,U010006,FASHION-L,17660
T00009096,U004295,FASHION-H,73080
T00009097,U004061,GOODS-L,1260
T00009098,U004596,FASHION-L,3010
T00009099,U000735,GOODS-L,700
T00009100,U003997,FASHION-L,2900
T00009101,U009706,FASHION-L,4300
T00009102,U007554,FASHION-L,17570
T00009103,U000520,GOODS-L,990
T00009104,U009329,FASHION-L,3480
T00009105,U007379,FASHION-H,84410
T00009106,U001058,FASHION-H,27770
T00009107,U003132,FASHION-L,2850
T00009108,U002881,FASHION-L,28030
T00009109,U001541,GOODS-L,940
T00009110,U010193,FASHION-L,3530
T00009111,U005396,FASHION-L,19770
T00009112,U004340,FASHION-L,30070
T00009113,U007945,FASHION-L,18770
T00009114,U002101,FASHION-L,23980
T00009115,U000315,FASHION-L,22880
T00009116,U002693,FASHION-L,3000
T00009117,U001588,GOODS-L,360
T00009118,U000882,GOODS-L,860
T00009119,U002260,GOODS-L,540
T00009120,U002443,FASHION-L,25480
T00009121,U003775,FASHION-L,2650
T00009122,U000319,FASHION-L,3420
T00009123,U008595,FASHION-L,2070
T00009124,U005888,FASHION-L,3290
T00009125,U008215,FASHION-L,23220
T00009126,U000721,FASHION-L,24350
T00009127,U004333,GOODS-L,20470
T00009128,U003388,FASHION-L,3650
T00009129,U010197,FASHION-L,3490
T00009130,U000227,FASHION-L,10620
T00009131,U009256,FASHION-L,1620
T00009132,U001504,FASHION-L,20090
T00009133,U007179,GOODS-L,1140
T00009134,U002243,GOODS-L,1340
T00009135,U009227,FASHION-L,3920
T00009136,U009905,FASHION-L,21800
T00009137,U004257,GOODS-L,1040
T00009138,U005269,FASHION-L,23510
T00009139,U000443,GOODS-L,970
T00009140,U005034,GOODS-L,930
T00009141,U000179,GOODS-L,620
T00009142,U004266,FASHION-L,2950
T00009143,U002147,FASHION-L,3780
T00009144,U007774,GOODS-L,970
T00009145,U001692,FASHION-L,3950
T00009146,U000287,FASHION-H,88200
T00009147,U004552,GOODS-H,378220
T00009148,U002015,FASHION-L,2130
T00009149,U001126,FASHION-L,2710
T00009150,U008780,FASHION-L,4080
T00009151,U001477,GOODS-L,770
T00009152,U001431,GOODS-L,1190
T00009153,U008976,FASHION-L,3770
T00009154,U003626,GOODS-L,1050
T00009155,U004229,FASHION-H,23600
T00009156,U006160,FASHION-L,2200
T00009157,U000678,FASHION-L,2800
T00009158,U001640,FASHION-L,4090
T00009159,U008135,FASHION-L,23310
T00009160,U002602,FASHION-H,17520
T00009161,U003991,FASHION-L,3340
T00009162,U008563,FASHION-L,3320
T00009163,U000014,FASHION-L,19440
T00009164,U001048,GOODS-L,840
T00009165,U006830,FASHION-L,1860
T00009166,U007049,FASHION-L,25180
T00009167,U000580,GOODS-L,20140
T00009168,U000696,FASHION-L,2890
T00009169,U001675,FASHION-H,15230
T00009170,U001608,GOODS-L,19930
T00009171,U002213,GOODS-H,110720
T00009172,U009293,FASHION-L,1170
T00009173,U003423,FASHION-L,24950
T00009174,U010042,GOODS-L,990
T00009175,U003858,GOODS-L,19500
T00009176,U000074,GOODS-L,19860
T00009177,U004480,FASHION-L,19030
T00009178,U001952,GOODS-L,1090
T00009179,U009810,GOODS-L,1140
T00009180,U002305,FASHION-H,58680
T00009181,U008420,FASHION-L,20230
T00009182,U007076,GOODS-L,1130
T00009183,U009722,GOODS-L,20770
T00009184,U005864,FASHION-L,10180
T00009185,U008062,FASHION-L,2510
T00009186,U001562,FASHION-H,24880
T00009187,U003359,FASHION-H,20970
T00009188,U009716,FASHION-H,64600
T00009189,U008216,FASHION-L,2360
T00009190,U006519,GOODS-L,720
T00009191,U003037,GOODS-L,940
T00009192,U000997,FASHION-L,19830
T00009193,U000559,FASHION-L,3220
T00009194,U003530,FASHION-L,28440
T00009195,U010243,FASHION-L,3170
T00009196,U000775,FASHION-L,23940
T00009197,U009340,FASHION-L,17850
T00009198,U001191,FASHION-L,3780
T00009199,U002968,FASHION-L,3440
T00009200,U000348,FASHION-L,3570
T00009201,U000671,FASHION-L,16250
T00009202,U006437,GOODS-L,850
T00009203,U002163,GOODS-L,1140
T00009204,U009190,FASHION-L,1820
T00009205,U007657,FASHION-L,2780
T00009206,U000170,GOODS-L,1310
T00009207,U000100,FASHION-L,12850
T00009208,U010014,FASHION-L,17840
T00009209,U003135,FASHION-H,79040
T00009210,U003382,FASHION-H,66990
T00009211,U001994,FASHION-L,2860
T00009212,U005189,GOODS-L,20330
T00009213,U007214,GOODS-L,19660
T00009214,U000692,GOODS-L,830
T00009215,U008238,FASHION-L,31510
T00009216,U008215,FASHION-L,4040
T00009217,U004491,FASHION-L,1500
T00009218,U009649,GOODS-L,960
T00009219,U007352,FASHION-L,15850
T00009220,U002538,GOODS-L,670
T00009221,U005418,FASHION-L,20550
T00009222,U006977,FASHION-H,73930
T00009223,U007175,GOODS-L,1220
T00009224,U008402,GOODS-L,1080
T00009225,U003107,FASHION-L,22330
T00009226,U009239,GOODS-L,1170
T00009227,U003434,FASHION-L,15650
T00009228,U005794,FASHION-L,4780
T00009229,U006813,FASHION-H,22760
T00009230,U001148,FASHION-L,17960
T00009231,U006665,FASHION-L,3290
T00009232,U004414,FASHION-H,11330
T00009233,U005097,GOODS-L,1060
T00009234,U004087,FASHION-L,23410
T00009235,U009366,FASHION-L,3120
T00009236,U002229,GOODS-H,77150
T00009237,U004191,FASHION-L,20090
T00009238,U006310,GOODS-L,20230
T00009239,U002297,FASHION-L,27110
T00009240,U001908,FASHION-L,1430
T00009241,U007902,GOODS-L,19970
T00009242,U008165,FASHION-L,19900
T00009243,U008657,GOODS-L,19970
T00009244,U000044,GOODS-L,19720
T00009245,U000600,GOODS-L,810
T00009246,U009333,FASHION-L,21040
T00009247,U009487,GOODS-L,20150
T00009248,U003087,GOODS-L,1070
T00009249,U008307,GOODS-H,106650
T00009250,U004901,FASHION-L,21370
T00009251,U004202,FASHION-L,2830
T00009252,U002603,FASHION-H,25810
T00009253,U007873,FASHION-L,2940
T00009254,U005150,GOODS-H,96200
T00009255,U008828,FASHION-L,17110
T00009256,U002554,FASHION-L,26520
T00009257,U006413,GOODS-H,358430
T00009258,U007759,GOODS-L,970
T00009259,U000267,FASHION-L,3320
T00009260,U000174,GOODS-L,1210
T00009261,U004019,FASHION-L,1810
T00009262,U005167,FASHION-L,24550
T00009263,U002066,FASHION-L,2120
T00009264,U002443,FASHION-L,3180
T00009265,U000732,GOODS-L,20550
T00009266,U010217,GOODS-L,390
T00009267,U003571,GOODS-L,19790
T00009268,U002759,GOODS-L,890
T00009269,U002284,GOODS-L,690
T00009270,U002845,FASHION-L,2420
T00009271,U004570,FASHION-L,17830
T00009272,U008415,FASHION-L,3170
T00009273,U002390,GOODS-L,980
T00009274,U004772,FASHION-L,27360
T00009275,U003993,FASHION-L,15220
T00009276,U002970,FASHION-L,3720
T00009277,U000485,FASHION-L,3820
T00009278,U002727,FASHION-L,16020
T00009279,U004093,FASHION-L,21550
T00009280,U003920,FASHION-L,26150
T00009281,U002820,GOODS-H,147410
T00009282,U007584,GOODS-L,1050
T00009283,U007997,FASHION-L,20870
T00009284,U007908,GOODS-L,19690
T00009285,U000409,FASHION-L,3590
T00009286,U008758,GOODS-L,840
T00009287,U003760,FASHION-H,78680
T00009288,U009403,FASHION-L,2610
T00009289,U000948,FASHION-L,4500
T00009290,U002571,FASHION-L,19060
T00009291,U001501,GOODS-L,19670
T00009292,U003812,FASHION-L,2940
T00009293,U006957,GOODS-L,1060
T00009294,U007824,GOODS-L,1150
T00009295,U009660,FASHION-L,17700
T00009296,U007795,FASHION-L,8870
T00009297,U009789,GOODS-H,80010
T00009298,U002034,FASHION-L,18830
T00009299,U001576,FASHION-L,23570
T00009300,U002856,GOODS-L,900
T00009301,U003121,GOODS-L,890
T00009302,U000807,FASHION-H,64390
T00009303,U006271,FASHION-L,27080
T00009304,U002548,FASHION-L,4380
T00009305,U001963,FASHION-L,18370
T00009306,U006717,GOODS-L,20150
T00009307,U001676,GOODS-L,1240
T00009308,U008628,FASHION-L,25990
T00009309,U000815,FASHION-L,3320
T00009310,U008207,FASHION-L,3460
T00009311,U010144,FASHION-H,68690
T00009312,U008066,FASHION-L,12400
T00009313,U002019,FASHION-L,4150
T00009314,U001536,FASHION-L,25760
T00009315,U006684,FASHION-L,21510
T00009316,U002633,GOODS-L,720
T00009317,U007762,FASHION-L,23680
T00009318,U008562,GOODS-L,20320
T00009319,U007974,GOODS-H,118680
T00009320,U007950,FASHION-H,60850
T00009321,U008930,GOODS-L,1070
T00009322,U001841,FASHION-L,3030
T00009323,U004394,FASHION-L,3340
T00009324,U004268,FASHION-L,19670
T00009325,U000187,FASHION-L,2050
T00009326,U009535,FASHION-L,19030
T00009327,U003819,GOODS-L,1020
T00009328,U006890,GOODS-L,1040
T00009329,U008292,GOODS-L,1080
T00009330,U005330,FASHION-H,20490
T00009331,U010021,FASHION-L,2720
T00009332,U003734,FASHION-L,3250
T00009333,U003017,FASHION-L,3390
T00009334,U003457,FASHION-L,1420
T00009335,U002659,FASHION-L,3920
T00009336,U000052,FASHION-H,75280
T00009337,U000893,FASHION-H,87370
T00009338,U004908,FASHION-L,4010
T00009339,U004356,FASHION-L,17460
T00009340,U009712,FASHION-L,3610
T00009341,U004166,FASHION-H,20620
T00009342,U006627,GOODS-L,20440
T00009343,U008393,FASHION-L,14810
T00009344,U003917,FASHION-L,2910
T00009345,U008071,FASHION-L,3220
T00009346,U002401,GOODS-L,1140
T00009347,U007359,FASHION-L,2780
T00009348,U003233,FASHION-L,3310
T00009349,U010127,GOODS-L,19570
T00009350,U001840,FASHION-L,13960
T00009351,U004797,FASHION-L,2270
T00009352,U005581,GOODS-L,20140
T00009353,U002811,FASHION-L,2200
T00009354,U008804,FASHION-L,4000
T00009355,U001537,FASHION-H,67540
T00009356,U005859,GOODS-L,19710
T00009357,U003799,FASHION-L,2400
T00009358,U004814,FASHION-L,3430
T00009359,U003218,GOODS-L,670
T00009360,U000217,GOODS-L,20870
T00009361,U005632,FASHION-H,19930
T00009362,U009669,FASHION-L,16440
T00009363,U003319,FASHION-L,1990
T00009364,U000409,FASHION-L,28480
T00009365,U000797,FASHION-L,2630
T00009366,U001569,FASHION-L,15100
T00009367,U002839,GOODS-L,19540
T00009368,U009538,FASHION-L,2960
T00009369,U010011,GOODS-L,18880
T00009370,U003116,GOODS-L,19700
T00009371,U004568,FASHION-L,3080
T00009372,U004214,FASHION-L,15420
T00009373,U005999,FASHION-L,13970
T00009374,U008937,FASHION-L,4030
T00009375,U000455,FASHION-L,4010
T00009376,U003949,GOODS-L,1030
T00009377,U006892,GOODS-L,19770
T00009378,U002429,GOODS-L,1130
T00009379,U000408,FASHION-L,21570
T00009380,U004372,FASHION-L,3610
T00009381,U006621,GOODS-L,19760
T00009382,U010233,GOODS-L,20440
T00009383,U009002,FASHION-L,3040
T00009384,U007429,FASHION-L,2770
T00009385,U000948,FASHION-L,4340
T00009386,U009597,FASHION-L,2760
T00009387,U000027,FASHION-L,2920
T00009388,U002827,GOODS-L,1270
T00009389,U006039,GOODS-L,1040
T00009390,U002018,FASHION-L,3130
T00009391,U005776,FASHION-L,4750
T00009392,U004805,FASHION-L,2610
T00009393,U007776,GOODS-H,124580
T00009394,U004938,FASHION-L,4090
T00009395,U003730,GOODS-L,800
T00009396,U008078,GOODS-L,20520
T00009397,U001859,FASHION-L,4900
T00009398,U001789,GOODS-L,1030
T00009399,U002852,FASHION-L,2210
T00009400,U000682,GOODS-L,19590
T00009401,U001284,FASHION-L,2410
T00009402,U009790,FASHION-L,17360
T00009403,U010059,GOODS-H,119200
T00009404,U002748,GOODS-H,116000
T00009405,U006398,FASHION-L,21880
T00009406,U001677,GOODS-L,1110
T00009407,U002532,FASHION-H,15760
T00009408,U009094,FASHION-L,2700
T00009409,U002197,FASHION-L,15700
T00009410,U006738,FASHION-L,3480
T00009411,U003175,GOODS-L,830
T00009412,U009766,GOODS-L,970
T00009413,U004755,FASHION-L,3940
T00009414,U007212,FASHION-H,26530
T00009415,U008751,FASHION-H,17920
T00009416,U001623,FASHION-L,3480
T00009417,U007561,FASHION-H,69660
T00009418,U002361,FASHION-L,21350
T00009419,U000939,GOODS-L,1380
T00009420,U000387,GOODS-L,790
T00009421,U004298,FASHION-L,1520
T00009422,U009900,GOODS-L,19660
T00009423,U006119,FASHION-H,69700
T00009424,U009863,FASHION-L,2990
T00009425,U008985,FASHION-L,19500
T00009426,U010094,FASHION-L,2170
T00009427,U009614,FASHION-L,24560
T00009428,U008448,FASHION-L,2190
T00009429,U007403,FASHION-L,11980
T00009430,U003713,GOODS-L,800
T00009431,U010057,GOODS-L,1150
T00009432,U009609,GOODS-L,920
T00009433,U008524,FASHION-L,2550
T00009434,U000124,GOODS-L,20910
T00009435,U000722,GOODS-L,20060
T00009436,U006436,GOODS-L,19940
T00009437,U000704,FASHION-L,2670
T00009438,U008517,GOODS-H,302210
T00009439,U008780,FASHION-L,24630
T00009440,U007092,GOODS-L,920
T00009441,U006712,FASHION-L,2190
T00009442,U009874,GOODS-L,690
T00009443,U010132,FASHION-L,2830
T00009444,U005719,GOODS-L,870
T00009445,U004505,FASHION-L,2880
T00009446,U005142,GOODS-L,1140
T00009447,U004638,FASHION-L,29810
T00009448,U006193,FASHION-L,24120
T00009449,U005616,FASHION-L,2260
T00009450,U004071,FASHION-L,2080
T00009451,U002677,FASHION-L,25650
T00009452,U004944,FASHION-L,3850
T00009453,U001517,FASHION-L,21350
T00009454,U002088,FASHION-H,21650
T00009455,U004647,GOODS-L,910
T00009456,U000920,FASHION-H,66400
T00009457,U005431,GOODS-L,20230
T00009458,U004169,FASHION-L,23500
T00009459,U008370,FASHION-L,16590
T00009460,U003825,GOODS-L,1130
T00009461,U001253,FASHION-L,12320
T00009462,U004189,GOODS-L,1040
T00009463,U009429,FASHION-H,78850
T00009464,U005259,GOODS-L,19900
T00009465,U008860,FASHION-L,4140
T00009466,U009624,FASHION-L,9710
T00009467,U005350,GOODS-L,1410
T00009468,U006797,FASHION-L,2630
T00009469,U000019,FASHION-L,19770
T00009470,U005878,FASHION-L,2680
T00009471,U003687,FASHION-L,20690
T00009472,U000872,FASHION-L,13390
T00009473,U009980,GOODS-L,860
T00009474,U009438,GOODS-L,1130
T00009475,U005634,GOODS-L,19880
T00009476,U002103,FASHION-L,25730
T00009477,U007728,GOODS-L,20020
T00009478,U008396,FASHION-L,3270
T00009479,U005686,FASHION-L,3200
T00009480,U001350,FASHION-L,13490
T00009481,U002009,FASHION-L,14710
T00009482,U001054,FASHION-H,16620
T00009483,U001001,FASHION-L,18190
T00009484,U009465,GOODS-L,20270
T00009485,U009578,FASHION-L,32300
T00009486,U000387,GOODS-L,20770
T00009487,U009552,GOODS-L,20530
T00009488,U007871,GOODS-L,1350
T00009489,U003815,FASHION-L,1940
T00009490,U006019,FASHION-L,3820
T00009491,U000641,FASHION-L,1290
T00009492,U010039,GOODS-L,20450
T00009493,U001099,GOODS-L,1090
T00009494,U005168,FASHION-L,20910
T00009495,U006547,FASHION-L,1770
T00009496,U009301,FASHION-L,3080
T00009497,U008158,GOODS-L,18880
T00009498,U005725,FASHION-L,2250
T00009499,U005238,FASHION-L,18620
T00009500,U005951,GOODS-L,20370
T00009501,U002368,GOODS-L,1050
T00009502,U006365,FASHION-L,11110
T00009503,U004462,FASHION-H,26800
T00009504,U002215,GOODS-L,1070
T00009505,U001694,FASHION-L,3960
T00009506,U009367,GOODS-L,19720
T00009507,U004781,GOODS-L,19630
T00009508,U002717,FASHION-H,55240
T00009509,U006123,FASHION-L,25180
T00009510,U000676,FASHION-L,24400
T00009511,U004924,FASHION-L,1820
T00009512,U000748,FASHION-L,2990
T00009513,U006080,GOODS-L,19320
T00009514,U003897,FASHION-L,2990
T00009515,U002122,FASHION-L,4220
T00009516,U004758,FASHION-H,75030
T00009517,U001175,GOODS-L,19530
T00009518,U009300,FASHION-L,3590
T00009519,U006137,FASHION-L,15510
T00009520,U009756,FASHION-L,23340
T00009521,U006882,GOODS-L,20180
T00009522,U000083,FASHION-L,3010
T00009523,U009375,FASHION-L,4030
T00009524,U008802,FASHION-L,22820
T00009525,U007405,GOODS-L,1090
T00009526,U008228,FASHION-L,3160
T00009527,U004259,FASHION-L,25560
T00009528,U002784,FASHION-L,2140
T00009529,U000955,GOODS-L,940
T00009530,U007727,FASHION-L,2760
T00009531,U003420,FASHION-L,2120
T00009532,U008951,FASHION-H,15180
T00009533,U008268,GOODS-L,19600
T00009534,U004124,FASHION-L,2390
T00009535,U004423,FASHION-H,17610
T00009536,U001681,GOODS-L,1080
T00009537,U009318,GOODS-L,19880
T00009538,U002024,FASHION-L,2100
T00009539,U004100,FASHION-H,18110
T00009540,U003634,FASHION-L,2070
T00009541,U003688,FASHION-L,24680
T00009542,U009621,GOODS-L,700
T00009543,U004444,FASHION-L,9910
T00009544,U004642,GOODS-L,20290
T00009545,U006435,FASHION-L,3460
T00009546,U003905,FASHION-L,10980
T00009547,U003310,GOODS-L,20130
T00009548,U009664,FASHION-L,21070
T00009549,U003863,GOODS-L,960
T00009550,U005749,FASHION-L,17500
T00009551,U002353,FASHION-L,3180
T00009552,U006145,FASHION-L,2040
T00009553,U008921,GOODS-L,20280
T00009554,U008356,GOODS-H,366880
T00009555,U004880,GOODS-L,700
T00009556,U000766,GOODS-L,990
T00009557,U005355,GOODS-L,720
T00009558,U007145,GOODS-L,1040
T00009559,U002248,GOODS-L,19820
T00009560,U007944,FASHION-L,27780
T00009561,U010148,FASHION-L,22650
T00009562,U001221,FASHION-L,2880
T00009563,U003322,GOODS-L,1110
T00009564,U004234,GOODS-L,910
T00009565,U002605,GOODS-L,20470
T00009566,U006911,FASHION-L,18110
T00009567,U003246,GOODS-H,302260
T00009568,U001419,GOODS-L,1100
T00009569,U003149,FASHION-L,1490
T00009570,U003724,FASHION-L,3710
T00009571,U006604,GOODS-L,670
T00009572,U008536,FASHION-L,3610
T00009573,U003040,FASHION-L,22260
T00009574,U006090,GOODS-L,20060
T00009575,U003619,FASHION-L,3040
T00009576,U004383,FASHION-H,16070
T00009577,U007674,FASHION-L,21380
T00009578,U010098,FASHION-L,3140
T00009579,U000650,GOODS-L,1090
T00009580,U007705,FASHION-L,3000
T00009581,U002411,FASHION-H,68760
T00009582,U002254,FASHION-L,3120
T00009583,U004660,GOODS-H,156870
T00009584,U004567,GOODS-L,20930
T00009585,U001022,FASHION-L,3160
T00009586,U008378,GOODS-H,97430
T00009587,U005238,GOODS-L,1030
T00009588,U004078,FASHION-H,74470
T00009589,U002807,GOODS-L,1430
T00009590,U009288,FASHION-L,2510
T00009591,U009653,FASHION-L,24750
T00009592,U005101,FASHION-L,16660
T00009593,U004571,FASHION-H,15220
T00009594,U007847,GOODS-H,119790
T00009595,U003671,FASHION-L,2250
T00009596,U007866,FASHION-L,22280
T00009597,U003801,FASHION-H,43820
T00009598,U003827,GOODS-L,1070
T00009599,U004592,FASHION-L,1280
T00009600,U005670,FASHION-L,3160
T00009601,U004747,FASHION-L,25760
T00009602,U004454,GOODS-L,20290
T00009603,U008898,FASHION-L,3860
T00009604,U001622,FASHION-L,1930
T00009605,U000431,FASHION-L,17190
T00009606,U006809,GOODS-H,117230
T00009607,U004225,GOODS-L,1080
T00009608,U008660,GOODS-L,18960
T00009609,U000845,FASHION-L,3260
T00009610,U006903,GOODS-H,76800
T00009611,U009159,GOODS-L,21130
T00009612,U007526,FASHION-L,3180
T00009613,U005770,FASHION-L,2970
T00009614,U008851,FASHION-L,12580
T00009615,U005757,FASHION-H,12680
T00009616,U008398,GOODS-H,105200
T00009617,U005547,FASHION-L,4270
T00009618,U002358,GOODS-L,19450
T00009619,U007001,GOODS-L,20090
T00009620,U007250,FASHION-L,2980
T00009621,U003535,GOODS-L,770
T00009622,U005938,FASHION-L,24720
T00009623,U002470,FASHION-L,3040
T00009624,U002491,FASHION-L,12880
T00009625,U004029,FASHION-L,3070
T00009626,U007955,GOODS-L,1420
T00009627,U005671,GOODS-L,20920
T00009628,U009941,FASHION-L,3950
T00009629,U004122,GOODS-L,20170
T00009630,U003783,FASHION-L,13910
T00009631,U002194,FASHION-L,3100
T00009632,U009046,GOODS-H,83790
T00009633,U002053,FASHION-L,29050
T00009634,U007871,GOODS-L,20310
T00009635,U000405,FASHION-L,3260
T00009636,U004450,GOODS-H,97330
T00009637,U003899,FASHION-L,2650
T00009638,U000196,FASHION-L,22180
T00009639,U006348,GOODS-L,20480
T00009640,U004304,FASHION-L,21550
T00009641,U000048,FASHION-L,21000
T00009642,U008761,GOODS-L,20160
T00009643,U001614,FASHION-H,27090
T00009644,U009915,FASHION-L,3470
T00009645,U004625,GOODS-L,19690
T00009646,U001465,FASHION-H,80790
T00009647,U006112,FASHION-L,4500
T00009648,U004325,FASHION-L,24650
T00009649,U006096,FASHION-L,4030
T00009650,U003964,FASHION-L,2440
T00009651,U002644,GOODS-L,1080
T00009652,U002939,GOODS-L,960
T00009653,U003717,FASHION-L,2590
T00009654,U009175,GOODS-L,1300
T00009655,U002509,GOODS-L,20170
T00009656,U006011,GOODS-H,468880
T00009657,U007784,FASHION-L,11890
T00009658,U002093,FASHION-L,20930
T00009659,U008630,FASHION-L,2060
T00009660,U009399,FASHION-L,2370
T00009661,U008063,FASHION-L,14490
T00009662,U004471,FASHION-L,17800
T00009663,U002596,FASHION-L,2220
T00009664,U000217,FASHION-L,770
T00009665,U010048,GOODS-L,730
T00009666,U003107,GOODS-L,19580
T00009667,U005689,FASHION-L,3650
T00009668,U000913,GOODS-L,850
T00009669,U002257,FASHION-L,4520
T00009670,U007844,FASHION-L,3350
T00009671,U008215,GOODS-L,20060
T00009672,U003633,GOODS-L,20450
T00009673,U001917,GOODS-L,1290
T00009674,U004001,GOODS-L,19270
T00009675,U000016,FASHION-L,3140
T00009676,U003801,FASHION-L,2400
T00009677,U006414,FASHION-L,18410
T00009678,U005803,FASHION-L,3210
T00009679,U005515,GOODS-L,20350
T00009680,U000871,FASHION-L,25950
T00009681,U007231,FASHION-L,2590
T00009682,U004196,GOODS-L,19990
T00009683,U001680,FASHION-L,3110
T00009684,U006774,FASHION-L,4000
T00009685,U007583,GOODS-L,950
T00009686,U004147,FASHION-L,2150
T00009687,U002646,FASHION-L,2980
T00009688,U005425,GOODS-L,990
T00009689,U004934,FASHION-L,3940
T00009690,U000690,FASHION-L,1740
T00009691,U006919,FASHION-L,3150
T00009692,U008248,GOODS-L,1440
T00009693,U009082,FASHION-L,2390
T00009694,U004639,FASHION-L,4180
T00009695,U005336,FASHION-L,20020
T00009696,U004747,FASHION-L,3610
T00009697,U007018,FASHION-L,3010
T00009698,U006607,FASHION-L,3340
T00009699,U004783,FASHION-L,2990
T00009700,U007353,FASHION-L,4080
T00009701,U009754,FASHION-L,3940
T00009702,U009631,FASHION-H,67070
T00009703,U005389,FASHION-H,27520
T00009704,U000826,FASHION-L,3010
T00009705,U007604,GOODS-L,1240
T00009706,U001878,FASHION-H,54390
T00009707,U000980,GOODS-H,91960
T00009708,U005400,FASHION-L,2700
T00009709,U007034,FASHION-H,18540
T00009710,U003411,FASHION-L,3270
T00009711,U001516,FASHION-L,5390
T00009712,U001712,FASHION-L,2230
T00009713,U007999,GOODS-L,780
T00009714,U002963,GOODS-L,1070
T00009715,U000262,FASHION-L,14810
T00009716,U003969,GOODS-L,1010
T00009717,U007464,FASHION-L,1810
T00009718,U001246,FASHION-L,2550
T00009719,U003597,FASHION-L,16600
T00009720,U000934,FASHION-L,2510
T00009721,U002565,FASHION-L,15350
T00009722,U003607,FASHION-L,13430
T00009723,U002306,GOODS-L,20430
T00009724,U005788,FASHION-L,1800
T00009725,U002613,FASHION-L,18220
T00009726,U004266,FASHION-L,3350
T00009727,U009767,FASHION-H,22710
T00009728,U000173,GOODS-L,20620
T00009729,U008329,FASHION-L,34970
T00009730,U003774,GOODS-L,700
T00009731,U002341,FASHION-L,3460
T00009732,U003980,FASHION-L,2560
T00009733,U009921,FASHION-L,3010
T00009734,U009520,GOODS-L,900
T00009735,U004139,GOODS-L,890
T00009736,U009588,FASHION-L,4000
T00009737,U009181,FASHION-L,14980
T00009738,U007493,FASHION-L,4360
T00009739,U001725,FASHION-L,2520
T00009740,U002909,GOODS-L,750
T00009741,U009196,FASHION-H,21100
T00009742,U004952,FASHION-H,81790
T00009743,U003046,FASHION-L,3150
T00009744,U003582,FASHION-L,18210
T00009745,U009895,GOODS-L,880
T00009746,U002016,FASHION-L,19380
T00009747,U006441,FASHION-L,2450
T00009748,U008007,FASHION-L,2790
T00009749,U008243,FASHION-L,11240
T00009750,U006141,FASHION-L,2760
T00009751,U006419,FASHION-L,3480
T00009752,U002802,FASHION-L,27250
T00009753,U007481,GOODS-L,1020
T00009754,U001766,GOODS-L,1410
T00009755,U002944,FASHION-L,3020
T00009756,U010092,FASHION-L,15930
T00009757,U006085,GOODS-L,730
T00009758,U004831,FASHION-L,4070
T00009759,U000194,GOODS-L,1330
T00009760,U004042,FASHION-L,3750
T00009761,U007619,FASHION-L,3630
T00009762,U003900,FASHION-L,3140
T00009763,U007029,GOODS-L,19780
T00009764,U007418,GOODS-L,920
T00009765,U004806,FASHION-L,4390
T00009766,U002626,FASHION-L,2600
T00009767,U001197,FASHION-L,14000
T00009768,U005037,GOODS-L,920
T00009769,U003800,GOODS-L,550
T00009770,U005049,FASHION-L,3200
T00009771,U000312,FASHION-L,21190
T00009772,U000519,GOODS-L,19580
T00009773,U005316,GOODS-L,19880
T00009774,U008246,FASHION-L,15710
T00009775,U008732,FASHION-L,3450
T00009776,U007313,FASHION-L,18660
T00009777,U005375,FASHION-L,16710
T00009778,U003316,FASHION-L,2720
T00009779,U003324,FASHION-L,3500
T00009780,U010241,FASHION-L,4250
T00009781,U006843,FASHION-L,16030
T00009782,U008989,GOODS-L,20240
T00009783,U006575,FASHION-L,3170
T00009784,U007580,FASHION-L,2130
T00009785,U008384,FASHION-L,30940
T00009786,U009703,FASHION-L,3280
T00009787,U009488,FASHION-L,2540
T00009788,U003674,GOODS-L,19760
T00009789,U000138,FASHION-L,2880
T00009790,U001894,FASHION-L,3960
T00009791,U001879,FASHION-L,2370
T00009792,U000317,FASHION-L,3100
T00009793,U003716,FASHION-L,3240
T00009794,U007434,GOODS-L,19300
T00009795,U005072,FASHION-L,2290
T00009796,U007810,GOODS-L,20390
T00009797,U000071,FASHION-L,24010
T00009798,U006986,FASHION-L,20260
T00009799,U002285,FASHION-L,3270
T00009800,U005756,FASHION-L,3460
T00009801,U003371,GOODS-L,19100
T00009802,U001300,FASHION-L,34960
T00009803,U001643,FASHION-L,1850
T00009804,U004728,FASHION-L,17800
T00009805,U007810,GOODS-L,1080
T00009806,U002221,GOODS-L,1030
T00009807,U007235,GOODS-L,19470
T00009808,U000558,GOODS-L,780
T00009809,U005258,GOODS-L,1330
T00009810,U007317,GOODS-L,660
T00009811,U008119,FASHION-L,15360
T00009812,U006870,FASHION-L,3090
T00009813,U009571,FASHION-H,22100
T00009814,U002725,GOODS-L,19930
T00009815,U008271,GOODS-L,19730
T00009816,U008601,GOODS-L,1040
T00009817,U000225,GOODS-H,167090
T00009818,U001213,GOODS-L,1020
T00009819,U000768,GOODS-L,1130
T00009820,U007549,FASHION-L,2850
T00009821,U005855,FASHION-L,2000
T00009822,U002098,GOODS-H,310140
T00009823,U006163,GOODS-L,19910
T00009824,U004092,FASHION-L,23330
T00009825,U008294,FASHION-L,3060
T00009826,U002754,FASHION-L,3200
